country,categoria_expectativa_vida,government_integrity,energy_use_kg_of_oil_equivalent_per_capita,government_integrity infant_mortality_rate_per_1_000_live_births,ratio_auto_agriculture_value_added_of_gdp_div_government_integrity,ratio_auto_infant_mortality_rate_per_1_000_live_births_div_agriculture_value_added_of_gdp,gdp_per_capita_current_us$
Albania,Mortalidad_Baja,0.24,0.0311503960862338,0.05419354838709678,0.10126103065331418,0.0068701681206867135,3743.05529896187
Albania,Mortalidad_Baja,0.25,0.03240075601374469,0.06024667931688805,0.10039633027107578,0.007209535232819867,3057.77257038113
Albania,Mortalidad_Baja,0.25,0.03301273648503367,0.06404174573055028,0.10717518884860024,0.007164940688909995,2741.72136549578
Albania,Mortalidad_Baja,0.25,0.03280602061127119,0.0683111954459203,0.11617718994391388,0.006997634568158436,2446.90949947798
Albania,Mortalidad_Baja,0.1,0.029684336366705324,0.02903225806451613,0.30991538993693374,0.006953774706166923,1908.69900687608
Albania,Mortalidad_Baja,0.1,0.030230104334666476,0.030550284629981023,0.3092315874840792,0.00751389361468879,1479.83884572006
Albania,Mortalidad_Media,0.23,0.027311486800672177,0.07419354838709677,0.13913211821461763,0.007734062234368929,1326.41652388077
Albania,Mortalidad_Media,0.1,0.026529336930734206,0.03396584440227704,0.34701885642441643,0.0074136940145255945,1160.42047054038
Albania,Mortalidad_Media,0.1,0.01890254736894775,0.04212523719165085,0.5137836285951887,0.005674196600598886,911.320465445326
Algeria,Mortalidad_Baja,0.30100000000000005,0.06917747692603904,0.11423149905123339,0.05516832379829394,0.02171850868835442,4961.55257664733
Algeria,Mortalidad_Baja,0.327,0.06690805477367194,0.12533965844402278,0.053759220409948495,0.020569131405685056,4160.55926736925
Algeria,Mortalidad_Media,0.28300000000000003,0.06322113710924301,0.10954838709677418,0.0709564977615101,0.01780243332347068,3743.5419522929
Algeria,Mortalidad_Baja,0.289,0.06746795924190445,0.11351612903225805,0.062147528056877885,0.020640582764033077,4468.45341883656
Algeria,Mortalidad_Baja,0.29,0.06648373826281992,0.11555977229601518,0.06066345178608524,0.021495996156598064,4577.21029180491
Algeria,Mortalidad_Baja,0.317,0.06360848213280006,0.12812333965844402,0.05445040868767891,0.02233349209597093,4554.66753957828
Algeria,Mortalidad_Baja,0.36,0.06318408785016713,0.14755218216318786,0.048104950671213544,0.02260898685357486,4424.98529027556
Algeria,Mortalidad_Media,0.36,0.06519334394581311,0.14960151802656546,0.04577746638371889,0.024304568756912497,4685.05902729002
Algeria,Mortalidad_Media,0.287,0.06257362038799201,0.12144402277039848,0.051284192626369116,0.02817274254032122,6094.69392314956
Algeria,Mortalidad_Media,0.29,0.05866019741526853,0.1249146110056926,0.049205226480668864,0.029745561981982138,5979.60138960585
Algeria,Mortalidad_Media,0.29,0.057969394715405166,0.1276660341555977,0.04330764546183497,0.03507299919112166,6033.64884689543
Algeria,Mortalidad_Media,0.28,0.05404466342008524,0.1264516129032258,0.03958241131239568,0.04130877676107888,5916.31364364343
Algeria,Mortalidad_Media,0.32,0.05297127198856992,0.14815939278937382,0.036826019207328455,0.039711833250821484,4912.78585503672
Algeria,Mortalidad_Media,0.3,0.05286119842135566,0.1428842504743833,0.04178189214528342,0.03829743257750887,4235.42990456612
Algeria,Mortalidad_Media,0.31,0.04923952113188119,0.15235294117647058,0.028010614614819095,0.058661905531103044,5180.91881514686
Algeria,Mortalidad_Media,0.28,0.04956130984097645,0.14292220113851992,0.03534950087367005,0.0531571392215735,4167.45169937531
Algeria,Mortalidad_Media,0.27,0.04747184672759855,0.14294117647058824,0.03689044512713263,0.054888200561271125,3660.66104745322
Algeria,Mortalidad_Media,0.26,0.044997703680059314,0.1430740037950664,0.03947235982750291,0.05540026722413436,3233.13339634212
Algeria,Mortalidad_Media,0.5,0.04383618793021221,0.2855787476280835,0.024164645090195294,0.04845144898082234,2816.99384960555
Algeria,Mortalidad_Media,0.5,0.04390812464361885,0.2969639468690702,0.026463224555498637,0.04584021848940099,2283.77299346126
Algeria,Mortalidad_Media,0.5,0.041847216641084393,0.30740037950664134,0.02632649786805159,0.04783145449184831,1937.46411413019
Algeria,Mortalidad_Media,0.5,0.039622286556967666,0.3187855787476281,0.02780711450964265,0.04690179549675162,1896.30020878013
Algeria,Mortalidad_Media,0.5,0.0400937725709607,0.3292220113851993,0.026270240284725663,0.05157858037069647,1772.92869122761
Algeria,Mortalidad_Media,0.5,0.039074866027111535,0.3681214421252372,0.07102348578167407,0.01939570788786902,1466.94806760415
Angola,Mortalidad_Alta,0.20600000000000002,0.019185078359474986,0.15479316888045544,0.10434230964276377,0.03497082170631176,2929.69445467272
Angola,Mortalidad_Alta,0.204,0.01896401017019301,0.15832258064516128,0.08809728887024337,0.043975418338127896,1925.87466082167
Angola,Mortalidad_Alta,0.151,0.018002155150665833,0.12120113851992408,0.10306378371050223,0.05316316840627074,1449.92286669308
Angola,Mortalidad_Alta,0.20500000000000002,0.018900779020883822,0.17037950664136622,0.06016277355338648,0.07047412689371986,2189.85571407618
Angola,Mortalidad_Alta,0.189,0.01835238045207022,0.16246110056925994,0.07125876110106459,0.06657295684904482,2538.59139143371
Angola,Mortalidad_Alta,0.128,0.02074299987482136,0.11415559772296016,0.12244424267956511,0.05899582342211672,2437.25971190821
Angola,Mortalidad_Alta,0.19,0.021032718159061218,0.17629981024667932,0.0809584891784047,0.0627393972692106,1807.95294072643
Angola,Mortalidad_Alta,0.23,0.023566171582907424,0.22301707779886146,0.06205810539115917,0.07107146365289624,3213.90261080059
Angola,Mortalidad_Alta,0.177,0.02030063846682191,0.18002277039848197,0.06671372512581163,0.0909954391487076,5005.9997412707
Angola,Mortalidad_Alta,0.2,0.023310766383080946,0.21518026565464896,0.050908993257625774,0.11238437088212723,5057.74787833163
Angola,Mortalidad_Alta,0.19,0.024202809494085462,0.21776091081593926,0.049982670518072876,0.12882378060624822,5086.02740086376
Angola,Mortalidad_Alta,0.19,0.02211405491521477,0.23218216318785576,0.048138476612160884,0.14297082098206798,4615.91059831778
Angola,Mortalidad_Alta,0.19,0.022162584750027452,0.24840607210626184,0.050893971143651,0.14471888556137336,3597.34293216332
Angola,Mortalidad_Alta,0.22,0.02298137530869106,0.30766603415559773,0.04708956228538735,0.14448759856848004,3136.64546955947
Angola,Mortalidad_Alta,0.22,0.021456400628563497,0.32853889943074005,0.034175290985998225,0.21415011236700074,4103.0669003635
Angola,Mortalidad_Alta,0.2,0.02028345245840744,0.3180265654648956,0.04101105301618529,0.20894272158957652,3141.0459797605
Angola,Mortalidad_Alta,0.2,0.01917519060142933,0.3381404174573055,0.04061208759680656,0.2245832429365797,2617.05196022633
Angola,Mortalidad_Alta,0.33280000000000004,0.017766613863155395,0.5961351043643265,0.023790995929306644,0.24438309697571486,1916.46842218625
Angola,Mortalidad_Alta,0.26280000000000003,0.019669331405516688,0.4951810246679316,0.03721572599243886,0.20761966304495896,1266.21086410236
Angola,Mortalidad_Alta,0.278,0.02025301430697733,0.5486148007590134,0.03488546831521811,0.21947368643915874,992.698979254665
Angola,Mortalidad_Alta,0.262,0.019477530726063317,0.5374231499051233,0.034872969375229323,0.2424852187247546,882.147847234303
Angola,Mortalidad_Alta,0.1732,0.019439256351145354,0.3677624288425047,0.07368180308982464,0.1788549388957677,533.586202412447
Angola,Mortalidad_Alta,0.1,0.019421769066617266,0.21821631878557873,0.08863126643060813,0.26624513520348486,563.733795571487
Angola,Mortalidad_Alta,0.3,0.02093106918163741,0.7013282732447818,0.0346993276742859,0.24256045511978616,404.29481849612
Argentina,Mortalidad_Baja,0.451,0.08350159012093926,0.07103036053130929,0.023029842917277287,0.013298922021540609,13935.6811110049
Argentina,Mortalidad_Media,0.54,0.08037615491497752,0.08709677419354839,0.021126181444331774,0.012176384301034824,10738.0179223384
Argentina,Mortalidad_Baja,0.49700000000000005,0.07492422319757237,0.08204743833017078,0.020012851074187876,0.014868870684990551,8535.59938004389
Argentina,Mortalidad_Baja,0.335,0.08203584925183587,0.05657495256166983,0.024840467743494604,0.0189161378957341,9955.97478680428
Argentina,Mortalidad_Baja,0.326,0.08339845838263572,0.05691081593927894,0.021779411562539406,0.02361623739682793,11752.7998922979
Argentina,Mortalidad_Baja,0.38200000000000006,0.08655671896151582,0.06813662239089185,0.021428109946590182,0.020554293681076096,14532.5009308511
Argentina,Mortalidad_Baja,0.34,0.08725472931906407,0.06258064516129032,0.028828556687260323,0.017256527422774358,12699.9623137756
Argentina,Mortalidad_Baja,0.34,0.08864180716316071,0.06451612903225806,0.023730265770570004,0.02244584870141642,13679.6264980954
Argentina,Mortalidad_Baja,0.295,0.08826398045050013,0.05821631878557875,0.035602975056852185,0.01726860763773926,12233.1444119186
Argentina,Mortalidad_Baja,0.3,0.08904976797915645,0.06204933586337761,0.03156853349326747,0.020607648271604308,12963.675773326
Argentina,Mortalidad_Baja,0.29,0.08761391538208779,0.06273244781783682,0.031194046575317384,0.0228772758816903,12949.717486654
Argentina,Mortalidad_Baja,0.29,0.08611248338145704,0.06548387096774194,0.03776002870171794,0.01927357928573662,12704.2831819684
Argentina,Mortalidad_Baja,0.29,0.08429297825948039,0.06823529411764706,0.03847993887022939,0.019782028780126946,10260.1313108254
Argentina,Mortalidad_Baja,0.29,0.07949864450342391,0.07043643263757117,0.02845260015389369,0.02892447340782038,8150.23527028221
Argentina,Mortalidad_Baja,0.29,0.08723333726816977,0.07263757115749525,0.03948770516664425,0.020644188225972308,8944.1102657357
Argentina,Mortalidad_Media,0.28,0.08521479637847186,0.07225806451612904,0.041643409752954205,0.020928198267083323,7185.25155147027
Argentina,Mortalidad_Baja,0.25,0.0823422209767159,0.06641366223908918,0.04340633665454389,0.023499396251016783,5869.38028970204
Argentina,Mortalidad_Baja,0.25,0.07902007968079329,0.0683111954459203,0.04968475940739333,0.02078161386669614,5067.65342293276
Argentina,Mortalidad_Media,0.28,0.08034165017059978,0.0791650853889943,0.046729189055584444,0.020355144734686633,4242.02099089422
Argentina,Mortalidad_Media,0.35000000000000003,0.07329093067807574,0.10227703984819735,0.04617065597850965,0.016495422199310775,3320.47775133903
Argentina,Mortalidad_Media,0.35000000000000003,0.06843080518106,0.10493358633776091,0.04562741645488303,0.017251474556391717,2569.69963519124
Argentina,Mortalidad_Media,0.3,0.0700180321784176,0.09222011385199241,0.02382712993645414,0.04377894586478613,7141.47507662826
Argentina,Mortalidad_Media,0.3,0.07581275072648318,0.09506641366223909,0.02440771785239333,0.04407757928086381,7637.01489203628
Argentina,Mortalidad_Media,0.5,0.06949548517266559,0.198292220113852,0.01674609282217529,0.04855244810937007,7357.6162773788
Armenia,Mortalidad_Media,0.508,0.06208831116808024,0.08964705882352941,0.03125158986022479,0.008867364551385617,6571.97445545099
Armenia,Mortalidad_Media,0.45,0.0585583597941699,0.08282732447817837,0.03944093987067149,0.008051571940972002,4685.17997128509
Armenia,Mortalidad_Media,0.434,0.05678446226097997,0.084,0.04091754009929835,0.008630230742113639,4268.68093304583
Armenia,Mortalidad_Baja,0.386,0.053526037628976585,0.07837191650853889,0.046718348644589444,0.009024217065174122,4597.22887399548
Armenia,Mortalidad_Baja,0.405,0.04931418111218477,0.08607210626185959,0.05386300803978734,0.007363782574866281,4196.00562301769
Armenia,Mortalidad_Baja,0.434,0.05087490779859325,0.09635294117647059,0.054056279512390344,0.007058249233512993,3869.05373867752
Armenia,Mortalidad_Media,0.37,0.04795724798561283,0.08565464895635673,0.06931075299097846,0.006580743657409462,3524.42476874707
Armenia,Mortalidad_Media,0.36,0.04987961396899407,0.08743833017077798,0.07485488849555154,0.006565504566888208,3512.39350276709
Armenia,Mortalidad_Media,0.267,0.04809077199119721,0.06788994307400378,0.10590261163572931,0.006542799883439782,3852.11800610384
Armenia,Mortalidad_Media,0.26,0.044091586919600585,0.06956356736242884,0.11093665025080886,0.006853255705607455,3680.16692158886
Armenia,Mortalidad_Media,0.26,0.045142310790510724,0.07301707779886148,0.10779487348941856,0.007668102656941627,3511.56399687426
Armenia,Mortalidad_Media,0.27,0.04117463898013157,0.07992409867172676,0.0596083860953378,0.01683410731995664,3349.55309771906
Armenia,Mortalidad_Media,0.29,0.03740069296740115,0.09024667931688805,0.05474078975610532,0.018159346042439187,3041.34450723339
Armenia,Mortalidad_Media,0.3,0.03905796133112301,0.09791271347248577,0.0396931459611341,0.02670443170920094,2820.5926553347
Armenia,Mortalidad_Media,0.29,0.04471417926797726,0.09960151802656549,0.03971621564149361,0.029344415525393013,3777.66859313767
Armenia,Mortalidad_Media,0.29,0.04216005930784012,0.10510436432637572,0.05088562077288875,0.02358626775192573,2962.70234594569
Armenia,Mortalidad_Media,0.31,0.03752353691520612,0.11823529411764706,0.05728332625140545,0.020212105350229825,2041.65267068997
Armenia,Mortalidad_Media,0.3,0.03660785806705981,0.12125237191650853,0.13078445590742258,0.007975757370514383,1557.48458908655
Armenia,Mortalidad_Media,0.25,0.03026777547663469,0.10673624288425047,0.10488941454048939,0.014523127458300573,1130.08791444158
Armenia,Mortalidad_Media,0.25,0.028441747119434483,0.11242884250474383,0.16118538559114498,0.008916094185107233,882.030167695474
Armenia,Mortalidad_Media,0.25,0.0267644380417223,0.11859582542694497,0.1485623318437328,0.010681390581335715,742.651118319819
Armenia,Mortalidad_Media,0.3,0.028533292182499843,0.15028462998102465,0.18984330522947795,0.0063275795046133215,659.588988535629
Armenia,Mortalidad_Media,0.3,0.028577276176492073,0.15825426944971538,0.14544917246593497,0.009933285841111453,593.450581742282
Armenia,Mortalidad_Media,0.254,0.02262788388170039,0.17302846299810246,0.17498602947190645,0.013477499976062733,443.924860857976
Australia,Mortalidad_Baja,0.87,0.2264688652679761,0.052827324478178374,0.004807591270978389,0.012591689275419529,64997.0136536475
Australia,Mortalidad_Baja,0.898,0.23487558835354838,0.054527514231499055,0.004014087210635808,0.015140029259765668,60607.7788605166
Australia,Mortalidad_Baja,0.893,0.242221851505143,0.05422390891840607,0.0035256660041065807,0.017812436106097333,51791.540179984
Australia,Mortalidad_Baja,0.799,0.24532236075362507,0.04851612903225807,0.0041431887300224955,0.01677923985445724,54972.7017885437
Australia,Mortalidad_Baja,0.774,0.24468818766815312,0.046998102466793173,0.004972921781938737,0.013969064857371637,57196.4220783778
Australia,Mortalidad_Baja,0.748,0.2466244429666687,0.04541935483870968,0.005661203413530853,0.012396607116176349,53901.7145392154
Australia,Mortalidad_Baja,0.8,0.2416615153999087,0.04857685009487666,0.004704741686521673,0.014360248203575622,49888.0410842736
Australia,Mortalidad_Baja,0.81,0.2463802508248559,0.050721062618595825,0.004589553666668105,0.015138824606229168,56739.0265346593
Australia,Mortalidad_Baja,0.877,0.2505000054584776,0.05658064516129032,0.003961946655069917,0.017025911654107946,62544.0873773726
Australia,Mortalidad_Baja,0.88,0.2563448500467474,0.05844402277039848,0.004063547405227835,0.017031030250171414,68190.7010035651
Australia,Mortalidad_Baja,0.87,0.2563606695594466,0.05943074003795066,0.004078492826226153,0.017774848707004055,68072.8732340801
Australia,Mortalidad_Baja,0.87,0.26401500245458326,0.06273244781783682,0.0041226965152411236,0.018707247223634222,62605.600458306
Australia,Mortalidad_Baja,0.87,0.2669984972472897,0.06603415559772297,0.003964513786006912,0.020790017509922765,52144.6654705468
Australia,Mortalidad_Baja,0.86,0.27075710644630446,0.06853889943074004,0.004186466297875065,0.020932028430949583,42816.5674002829
Australia,Mortalidad_Baja,0.87,0.275734878921962,0.07263757115749525,0.004212070137511712,0.021641664046374253,49701.2817843335
Australia,Mortalidad_Baja,0.88,0.27121334915536943,0.07514231499051233,0.0039222605081290635,0.023782196045520683,41051.6120652288
Australia,Mortalidad_Baja,0.88,0.2675634373036655,0.07848197343453511,0.004855737224854082,0.01954779381325144,36595.7071548423
Australia,Mortalidad_Baja,0.88,0.26057332673174866,0.08015180265654648,0.005131024271253682,0.018781947861964982,34479.7679298388
Australia,Mortalidad_Baja,0.86,0.2618558165215329,0.07833017077798862,0.0055700831498083315,0.01751428462184882,30836.7306824685
Australia,Mortalidad_Baja,0.85,0.2601594154308824,0.07903225806451614,0.005314959787443605,0.01922998343304322,23718.1338501868
Australia,Mortalidad_Baja,0.8300000000000001,0.2538783825006731,0.07717267552182165,0.007436742483586513,0.013189374864307902,20301.8431713256
Australia,Mortalidad_Baja,0.87,0.25416425535461107,0.08254269449715369,0.00628886588783621,0.015682551759320176,19695.7297379144
Australia,Mortalidad_Baja,0.87,0.26320623514707125,0.08419354838709676,0.005593862539106144,0.018468145165552653,21870.4159669594
Australia,Mortalidad_Baja,0.7000000000000001,0.23800701134935134,0.07703984819734346,0.006727010802550519,0.02228564323034637,20448.1219685874
Austria,Mortalidad_Baja,0.8290000000000001,0.16036772288743545,0.042472485768500955,0.002594659457833348,0.022774623370618596,52176.6649141178
Austria,Mortalidad_Baja,0.848,0.17249560905479447,0.0450550284629981,0.0022435026759550767,0.027272424672846247,53648.7190742245
Austria,Mortalidad_Baja,0.84,0.16412854182503575,0.04622390891840607,0.00199560943359553,0.03263700589289042,48716.4098900349
Austria,Mortalidad_Baja,0.774,0.17432229428561952,0.04259203036053131,0.0021117091083885913,0.033557196816457815,49885.9947355204
Austria,Mortalidad_Baja,0.735,0.172078217626238,0.041840607210626185,0.0023610204207116874,0.032611445084072904,51194.0749841299
Austria,Mortalidad_Baja,0.752,0.1777550397424009,0.04280834914611006,0.0024965414900946325,0.029894128191137022,47163.7425775142
Austria,Mortalidad_Baja,0.72,0.1757696800421018,0.04098671726755218,0.0024974982397510674,0.031356233539374674,45061.4993920192
Austria,Mortalidad_Baja,0.6900000000000001,0.17569275095886183,0.04058823529411765,0.002593264023468363,0.03268857340473506,43915.228020857
Austria,Mortalidad_Baja,0.755,0.17359668164391628,0.04584440227703985,0.00264340742499629,0.030007010543189848,51314.9722616322
Austria,Mortalidad_Baja,0.78,0.18169388766967953,0.04884250474383301,0.002563280230665904,0.030986311043330578,50305.3545774973
Austria,Mortalidad_Baja,0.79,0.18050320582248133,0.050967741935483875,0.0028077754536087363,0.028540870439479518,48250.4059142637
Austria,Mortalidad_Baja,0.79,0.1818220314907779,0.052466793168880456,0.002894176809567608,0.028498844206228086,51116.8953522042
Austria,Mortalidad_Baja,0.81,0.18820132147350313,0.05533206831119545,0.0024973881151924087,0.03366841859234773,46611.1393420232
Austria,Mortalidad_Baja,0.81,0.17680606894259232,0.05686907020872865,0.0022726750303300527,0.038452415824855,47857.4446635266
Austria,Mortalidad_Baja,0.86,0.1864778777717302,0.06201138519924099,0.002519852180406717,0.03312580401162288,51581.3982361071
Austria,Mortalidad_Baja,0.87,0.18565132190244352,0.0643833017077799,0.0026292270327736575,0.03211731403681939,46622.9622913635
Austria,Mortalidad_Baja,0.84,0.1900592118792967,0.06375711574952561,0.0024727030365688163,0.03670460972451886,40382.2078298575
Austria,Mortalidad_Baja,0.8,0.18909750435159048,0.06223908918406072,0.0025080873834222245,0.03914766513580188,38157.37022862
Austria,Mortalidad_Baja,0.78,0.1839996977489044,0.06216318785578748,0.0029952102860167436,0.034044534318679154,36614.2506533707
Austria,Mortalidad_Baja,0.78,0.1831844189626593,0.06364326375711575,0.0029826821977068673,0.03509434068477221,32110.1159661425
Austria,Mortalidad_Baja,0.77,0.17458865032953738,0.06428842504743833,0.0032353932884693535,0.0333888514058788,26334.862215032
Austria,Mortalidad_Baja,0.76,0.17398875800126143,0.06489563567362429,0.003516819007890787,0.03167413125047611,24430.495982841
Austria,Mortalidad_Baja,0.75,0.16527115867667375,0.06404174573055028,0.003485772177804775,0.03245615825218058,24487.2974685956
Austria,Mortalidad_Baja,0.9,0.1561345928798873,0.09734345351043643,0.003798603986265245,0.031334275245166354,30207.0674314652
Azerbaijan,Mortalidad_Media,0.28600000000000003,0.07938595797055296,0.07651992409867173,0.025232118806010808,0.03728831102342993,7770.594223351
Azerbaijan,Mortalidad_Media,0.46799999999999997,0.07522862728529718,0.13143074003795066,0.019143224447341532,0.031016130092034806,5408.04535175023
Azerbaijan,Mortalidad_Media,0.387,0.07113479037755241,0.11455787476280835,0.027245321893139628,0.0274337916151837,4229.91064904503
Azerbaijan,Mortalidad_Media,0.44700000000000006,0.07352895999729414,0.14080075901328276,0.019935449935959023,0.03539679984030698,4805.75371765917
Azerbaijan,Mortalidad_Media,0.399,0.06783274995491087,0.13325237191650854,0.02043967931746686,0.04153007142781535,4739.7943123408
Azerbaijan,Mortalidad_Media,0.376,0.06817681880435308,0.13341935483870968,0.023333620623191012,0.04097668651501422,4147.1981423222
Azerbaijan,Mortalidad_Media,0.29,0.06827660180955429,0.10895635673624289,0.030241067660561026,0.04360020083647446,3880.6852276838
Azerbaijan,Mortalidad_Media,0.28,0.06966812937959173,0.11210626185958256,0.034520360585435526,0.04204747059520517,5500.50364628486
Azerbaijan,Mortalidad_Media,0.227,0.07037540562073807,0.09691650853889942,0.03666470376951295,0.05285860358777404,7890.84028062087
Azerbaijan,Mortalidad_Media,0.24,0.0690640758142682,0.10975332068311197,0.03498417782997023,0.05632699030991968,7875.34536661549
Azerbaijan,Mortalidad_Media,0.24,0.06903587295699776,0.11703984819734345,0.03350759380556861,0.06308790277238616,7495.86527658099
Azerbaijan,Mortalidad_Media,0.23,0.06433700200657297,0.1200189753320683,0.03453217628201879,0.06862705370665638,7189.81869211976
Azerbaijan,Mortalidad_Media,0.19,0.06015407353467646,0.10635673624288425,0.04565883284656053,0.06734065899624186,5843.5337683582
Azerbaijan,Mortalidad_Media,0.21,0.06411824185552446,0.1259203036053131,0.04561210572927169,0.0652327885162033,4950.39949009423
Azerbaijan,Mortalidad_Media,0.24,0.07321048574391048,0.15347248576850095,0.03631820077962005,0.07701691418211883,5574.46810432575
Azerbaijan,Mortalidad_Media,0.22,0.06727671531755017,0.1507020872865275,0.04651267996492559,0.06998663043250111,3851.33015175141
Azerbaijan,Mortalidad_Media,0.19,0.07193892852150971,0.1391650853889943,0.05839383493911244,0.06897334054368144,2472.95725732287
Azerbaijan,Mortalidad_Media,0.18,0.07381284258582288,0.141404174573055,0.07951377788717523,0.05678890978609004,1578.36733030667
Azerbaijan,Mortalidad_Media,0.2,0.07099455433969862,0.16888045540796964,0.0859607602499467,0.050469607889475715,1045.0136328106
Azerbaijan,Mortalidad_Media,0.2,0.06808663950880083,0.18178368121442126,0.09720764286997435,0.04788130484744527,883.692580745256
Azerbaijan,Mortalidad_Alta,0.15,0.06520629211586029,0.14715370018975332,0.1455587081825701,0.045888844615447594,763.108895463487
Azerbaijan,Mortalidad_Alta,0.17,0.06504099986841987,0.1796774193548387,0.13655935817495782,0.04654143969359749,703.670998584686
Azerbaijan,Mortalidad_Alta,0.3,0.0646875707169902,0.3409867172675522,0.08388938235044062,0.04614292961474947,655.097249579917
Azerbaijan,Mortalidad_Alta,0.18,0.08352250495341328,0.25787476280834914,0.22030345452993733,0.0362506999370515,314.55801908334
Bahrain,Mortalidad_Baja,0.41600000000000004,0.4962033886149533,0.0552561669829222,0.0009258397451316853,0.37426390100243134,30470.5219276023
Bahrain,Mortalidad_Baja,0.644,0.49454496236008144,0.08309677419354838,0.0006526390936806884,0.33280211062961046,27147.8083882286
Bahrain,Mortalidad_Baja,0.51,0.5022887468211801,0.06387096774193549,0.0009300484271578653,0.28576069108088364,24342.8444554718
Bahrain,Mortalidad_Baja,0.536,0.4816494898953506,0.06611005692599621,0.0007842821107474235,0.3179161792991432,27259.7438599327
Bahrain,Mortalidad_Baja,0.518,0.4420010939659983,0.06290702087286527,0.0008309810397503073,0.30557313828569843,26324.4066549559
Bahrain,Mortalidad_Baja,0.555,0.4378507092299581,0.06634724857685009,0.0007811144012330065,0.29859359198610935,24784.7693514607
Bahrain,Mortalidad_Baja,0.49,0.45800321494506574,0.058576850094876655,0.0010090142189504285,0.2614084067779849,23800.001440631
Bahrain,Mortalidad_Baja,0.48,0.48245932177929196,0.05738140417457305,0.0009841218481711383,0.27375828549387576,23734.0551143019
Bahrain,Mortalidad_Baja,0.494,0.47556237224614295,0.05999240986717268,0.0009120628762287888,0.29178637006136876,26451.7965647453
Bahrain,Mortalidad_Baja,0.51,0.5202263713741861,0.06290322580645161,0.0008107837575234173,0.3232572581976559,26989.7601148469
Bahrain,Mortalidad_Baja,0.49,0.46347278481979987,0.0613662239089184,0.0008467514542936726,0.32715561632728685,26438.6733230428
Bahrain,Mortalidad_Baja,0.51,0.49261110873315955,0.06580645161290323,0.0008586242875639778,0.3192943329108183,25032.7867743333
Bahrain,Mortalidad_Baja,0.54,0.4783910048628087,0.07275142314990511,0.0008273480933102151,0.3268395454614528,21819.3291098099
Bahrain,Mortalidad_Baja,0.5,0.48372431166410373,0.07020872865275142,0.0010554484701974609,0.288003394000602,19465.3140745038
Bahrain,Mortalidad_Baja,0.5700000000000001,0.5376000310244216,0.08436432637571158,0.0007268934473040636,0.38778454347620434,23299.4992780392
Bahrain,Mortalidad_Baja,0.58,0.5348246274442405,0.08914611005692599,0.0007884417221747051,0.364667058001862,20908.4042548073
Bahrain,Mortalidad_Baja,0.58,0.5370534959095705,0.0935483870967742,0.0007250252579228088,0.41661328402910747,19267.282615072
Bahrain,Mortalidad_Baja,0.61,0.5553109803265508,0.1018595825426945,0.009135168191408041,0.029504438262209012,17966.1657837625
Bahrain,Mortalidad_Baja,0.7000000000000001,0.5226294048472714,0.12087286527514231,0.003930983616969415,0.06539939115286071,15963.9493171617
Bahrain,Mortalidad_Baja,0.7000000000000001,0.5515760302247523,0.12485768500948767,0.005142034101790114,0.05095029604742961,14486.0269029822
