country,categoria_expectativa_vida,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,gdp_per_capita_current_us$
Armenia,Mortalidad_Media,0.18250728516058426,-1.0426925648255148,0.39381980560830304,0.6273536511124922,-0.6438927129136542,0.381444322500228,0.3142766357819004,-0.06652880418612825,3524.42476874707
Armenia,Mortalidad_Media,0.0752026112422143,-1.0246709433959535,0.35344542185912486,0.7251757236419276,-0.7254003426807396,0.4099971883352937,0.3182007473449712,-0.05355116714958404,3512.39350276709
Armenia,Mortalidad_Media,-0.1593317830842043,-1.0948511080209071,0.37257206274166266,0.7079622426929176,-0.9524420957852805,0.21120375049704307,0.5061175092588023,-0.015971064081582848,3852.11800610384
Armenia,Mortalidad_Media,-0.270051247733594,-1.0902617393045848,0.3539943378757327,0.7773682829544757,-1.0257627304491723,0.23254947707634988,0.4552685904836076,-0.011943964944541507,3680.16692158886
Armenia,Mortalidad_Media,-0.28477415287488894,-1.0798918825986392,0.35073467831392885,0.7762338991414381,-0.99955937852492,0.18341597766270265,0.408496228762085,-0.023736657393192154,3511.56399687426
Armenia,Mortalidad_Media,0.23949396824760696,-1.1656916045131744,0.5276886351549072,0.2280668711672582,-0.646143391623544,-0.28264651216782594,0.24263438806019264,0.046062587292172136,3349.55309771906
Armenia,Mortalidad_Media,0.17780526360390358,-1.1243857191822975,0.5116267224011609,0.3112122252026903,-0.6509080714805242,-0.22808868960172674,0.10014997252488464,0.021608250476257994,3041.34450723339
Armenia,Mortalidad_Media,0.4683892863450749,-1.1408442351782475,0.6660612250349079,0.006609298865817735,-0.3625120210184448,-0.42690767135120994,0.16094148484789622,0.04529767958260907,2820.5926553347
Armenia,Mortalidad_Media,0.49756694763389847,-1.1659057580714978,0.6588379543751781,-0.05253784920312725,-0.28868717518309167,-0.5060412822344684,0.23084135507080283,0.0696939815137127,3777.66859313767
Armenia,Mortalidad_Media,0.1557266878351898,-1.0952428805661663,0.4972070525399883,0.3264126280011073,-0.5952869105832522,-0.30337526540047455,0.048233288769855394,0.07833706878988256,2962.70234594569
Armenia,Mortalidad_Media,0.26897662583387977,-1.092377451660808,0.705604626822755,0.13956667006183054,-0.27568663330513205,-0.2350670185875343,0.31033518748312594,0.053948612117956436,2041.65267068997
Armenia,Mortalidad_Media,-0.5189507850500669,-1.038733098930007,0.5733004033535224,0.7893204076335345,-0.49487142981576854,0.5213605127691401,0.8268841061669671,-0.044763589238365736,1557.48458908655
Armenia,Mortalidad_Media,-0.40091964378796013,-1.101422110295991,0.49426756270878597,0.6343339409696185,-0.770153872370718,0.023644861320107194,0.3388262178860588,0.11465831944244531,1130.08791444158
Armenia,Mortalidad_Media,-0.8927914103527383,-1.0329567829743782,0.47680857454086006,1.0259659052317103,-0.8436547214762736,0.5064636620183891,0.6880329660064669,0.028543382801160685,882.030167695474
Armenia,Mortalidad_Media,-0.9250486715696505,-1.0151597538802561,0.40347818219182097,1.0959608878011624,-0.965387074952697,0.4437237249002245,0.46115629187535995,0.09720030394272922,742.651118319819
Armenia,Mortalidad_Media,-1.2927329473095186,-0.9230492273683517,0.5130426232639345,1.409640766349479,-0.675178972629345,1.169371825108526,1.1277267648894111,-0.03721623487816313,659.588988535629
Armenia,Mortalidad_Media,-1.2531695798363367,0.17032557670660853,-0.1895981596856498,-0.356792653264578,-0.5963319433868578,1.0112060043978985,0.8866968172853994,0.09913090903050326,593.450581742282
Armenia,Mortalidad_Media,-1.8965145747223124,0.25689816835866447,-0.2520062911463315,-0.059234637506560155,-0.686099160761221,0.8231523430776513,0.5877159082651155,0.030426655389313217,443.924860857976
Australia,Mortalidad_Baja,2.5117486124959307,0.8545110052062855,-1.0106084280235386,-0.6737865563832138,0.49077142619832476,1.0584708954267095,-0.15402551849839485,0.23806753645268572,64997.0136536475
Australia,Mortalidad_Baja,2.6808354266218815,0.8984944338161185,-0.9700691320458478,-0.74049966882591,0.6643517223069774,1.0573856145799767,-0.10926021442589362,0.23039046421725765,60607.7788605166
Australia,Mortalidad_Baja,2.7157993191950576,0.929514616773153,-0.9661276599868056,-0.7462117208778108,0.6816925673143115,0.9951323499088353,-0.07987389017143408,0.22392113088162158,51791.540179984
